Player,Position,Team,Opp,DPA Avg,FPTS Avg,PASS_TD Avg,PASS_YDS Avg,PASS_ATT Avg,PASS_CMP Avg,INT Avg,RUSH_TD Avg,RUSH_YDS Avg,RUSH_ATT Avg,REC_TD Avg,REC_YDS Avg,REC Avg,ANYTIME_TD Avg,SACK Avg,DraftKings,FanDuel,PrizePicks,Underdog,Fav,Spread,O/U,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Player Salary,Player Image,Tournament,Game Start Time
Taron Dickens,QB,NIU,ILLST,,10.33,0.76,136.19,,,0.63,0.14,9.38,3.62,,,,0.5,,9.6356,9.6356,9.6356,9.6356,,,,,,,,,,,,
Dexter Williams,QB,TLSA,OKST,,8.74,0.6,83.7,,,0.27,0.21,15.99,4.77,,,,0.01,,8.337,8.337,8.337,8.337,,,,,,,,,,,,
Keyone Jenkins,QB,CENTRALFLORIDA,BC,,8.38,0.76,96.81,,,0.29,0.15,5.39,1.97,,,,0.01,,8.0614,8.0614,8.0614,8.0614,,,,,,,,,,,,
Conner Harrell,QB,UNCCHARLOTTE,CIT,,8.08,0.04,116.41,,,0.04,0.12,5.39,0.24,,,,0.44,,6.0354,6.0354,6.0354,6.0354,,,,,,,,,,,,
Brock Glenn,QB,WESTERNKENTUCKY,NEVADA,,8.07,0.43,66.72,,,0.35,0.28,19.32,5.69,,,,0.03,,7.6508,7.6508,7.6508,7.6508,,,,,,,,,,,,
Jay Kastantin,QB,BOWLINGGREEN,TARLST,,7.71,0.49,79.16,25.93,,0.44,0.14,16.93,4.03,,,,0.36,,7.2194,7.2194,7.2194,7.2194,,,,,,,,,,,,
JC Evans,QB,JAMESMADISON,LIB,,7.5,0.6,73.95,,,0.29,0.12,13.46,2.67,,,,0.02,,7.134,7.134,7.134,7.134,,,,,,,,,,,,
Will Wilson III,QB,NCST,RICH,,7.36,0.06,6.67,,,0.03,0.89,14.46,3.88,,,,0.61,,7.2628,7.2628,7.2628,7.2628,,,,,,,,,,,,
Tyler Mizzell,QB,BALLSTATE,OSU,,6.99,0.05,92.17,,,0.03,0.07,10.34,0.68,,,,0.5,,5.3108,5.3108,5.3108,5.3108,,,,,,,,,,,,
Austin Novosad,QB,BOWLINGGREEN,TARLST,,6.83,0.04,84.26,,,0.03,0.11,13.22,0.21,,,,0.26,,5.4824,5.4824,5.4824,5.4824,,,,,,,,,,,,
Jadyn Glasser,QB,CENTRALMICHIGAN,NM,,5.93,0.36,45.01,,,0.21,0.33,6.32,5.88,,,,0.86,,5.6424,5.6424,5.6424,5.6424,,,,,,,,,,,,
Jalen Macon,QB,NORTHERNILLINOIS,IOWA,,4.89,0.25,39.09,,,0.18,0.2,11.17,2.92,,,,0.46,,4.7006,4.7006,4.7006,4.7006,,,,,,,,,,,,
Toa Fa'avae,QB,NEWMEXICO,CMU,,4.54,0.32,57.27,,,0.21,0.08,4.41,1.88,,,,0.04,,4.2818,4.2818,4.2818,4.2818,,,,,,,,,,,,
Hunter Najm,QB,BGSU,,,5.19,0.42,113.5,23.25,,1.03,0,0,,,,,0.15,,5.19,5.19,5.19,5.19,,,,,,,,,,,,
Jared Curtis,QB,VANDERBILT,APSU,,13.564,1.3,190.5,,,0.17,0.08,4.34,1.44,,,,0.37,,13.564,13.564,13.564,13.564,,,,,,,,,,,,
Khalil Wilkins,QB,MARSHALL,PSU,,3.52,0.04,6.02,,,0.02,0.2,19.17,4.67,,,,0.17,,3.4978,3.4978,3.4978,3.4978,,,,,,,,,,,,
Ajani Sheppard,QB,TEMPLE,URI,,3.04,0.29,39.39,,,0.16,0.01,1.38,0.57,,,,0.01,,2.7736,2.7736,2.7736,2.7736,,,,,,,,,,,,
Jeremy Hecklinski,QB,IOWA,NIU,,2.87,0.23,34.93,,,0.19,0.04,2.96,0.62,,,,0.5,,2.6632,2.6632,2.6632,2.6632,,,,,,,,,,,,
Zion Taylor,QB,WKU,NEVADA,,2.69,,,,,,0,0,0,0.08,12.33,0.97,0.49,,2.683,2.198,2.683,2.683,,,,,,,,,,,,
Landry Lyddy,QB,SOUTHERNMISS,AUB,,1.65,0.13,25.79,,,0.15,0.01,0.36,0.34,,,,0.01,,1.4976,1.4976,1.4976,1.4976,,,,,,,,,,,,
Turner Helton,QB,GEORGIASOUTHERN,CHSOU,,1.63,0.18,22.92,,,0.07,0,0,,,,,,,1.5668,1.5668,1.5668,1.5668,,,,,,,,,,,,
Jackson Gutierrez,QB,NAVY,TOWSON,,1.62,0.07,7.83,,,0.04,0.08,5.59,1.02,,,,0.07,,1.5922,1.5922,1.5922,1.5922,,,,,,,,,,,,
Raymond Moore,QB,UTEP,OKLA,,1.39,0.11,15.63,,,0.12,0.02,1.87,0.58,,,,0.01,,1.2522,1.2522,1.2522,1.2522,,,,,,,,,,,,
Luke Duncan,QB,NEVADA,WESTKY,,1.39,0.14,19.75,,,0.13,0,0,0.55,,,,,,1.22,1.22,1.22,1.22,,,,,,,,,,,,
Jackson Sharman,QB,SACST,MSVL,,1.33,0.13,17.27,,,0.07,0.01,0.72,0.74,,,,0.01,,1.2728,1.2728,1.2728,1.2728,,,,,,,,,,,,
Adam Damante,QB,NMEXST,MERCYH,,1.33,0.13,18.21,,,0.08,0,0,0.39,,,,,,1.1684,1.1684,1.1684,1.1684,,,,,,,,,,,,
Emory Williams,QB,EASTCAROLINA,ALA,,1.31,0.12,16.23,,,0.04,0.02,0.74,0.52,,,,0.02,,1.2832,1.2832,1.2832,1.2832,,,,,,,,,,,,
Trey Kukuk,QB,LOUISIANATECH,NWST,,1.31,0.07,6.86,,,0.04,0.04,5.17,0.89,,,,0.09,,1.2714,1.2714,1.2714,1.2714,,,,,,,,,,,,
Tucker McDonald,QB,UCONN,LAF,,1.29,0.12,15.22,,,0.06,0.02,0.94,0.36,,,,0.02,,1.2428,1.2428,1.2428,1.2428,,,,,,,,,,,,
Jaxon Potter,QB,OLDDOMINION,NOR,,1.26,0.04,6.75,,,0.03,0.08,2.81,1.6,,,,0.1,,1.161,1.161,1.161,1.161,,,,,,,,,,,,
Byrd Ficklin,QB,UTAH,IDAHO,,1.25,0.08,8.33,,,0.03,0.04,3.76,0.65,,,,0.5,,1.2392,1.2392,1.2392,1.2392,,,,,,,,,,,,
Alex Orji,QB,UNLV,HAWAII,,1.23,0.06,8.25,,,0.03,0.06,3.63,0.76,,,,0.06,,1.263,1.263,1.263,1.263,,,,,,,,,,,,
Keisean Henderson,QB,HOU,SOU,,1.23,0.07,7.21,,,0.03,0.05,3.41,0.59,,,,0.04,,1.1794,1.1794,1.1794,1.1794,,,,,,,,,,,,
Bryson Luter,QB,ARMY,USF,,1.22,0.02,3.47,,,0.01,0.07,6.05,1.51,,,,0.07,,1.2338,1.2338,1.2338,1.2338,,,,,,,,,,,,
John White,QB,SOUTHERNMISS,ALC,,1.06,0.1,13.82,,,0.1,0.01,0.34,0.2,,,,0.01,,0.9468,0.9468,0.9468,0.9468,,,,,,,,,,,,
Tramell Jones,QB,FLA,FLAATL,,1.02,0.09,13.04,,,0.04,0.01,0.72,0.25,,,,0.02,,0.9736,0.9736,0.9736,0.9736,,,,,,,,,,,,
Weston Bryan,QB,GEORGIASOUTHERN,CHSOU,,0.99,0.04,6.75,,,0.03,0.04,2.59,0.78,,,,0.08,,0.899,0.899,0.899,0.899,,,,,,,,,,,,
Grant Wilson,QB,IND,UNT,,0.97,0.11,9.13,,,0.03,0.01,0.64,0.11,,,,0.01,,0.8992,0.8992,0.8992,0.8992,,,,,,,,,,,,
Jaylen Henderson,QB,LIBERTY,JMU,,0.91,0.05,8.22,,,0.04,0.02,2.27,0.53,,,,0.02,,0.8358,0.8358,0.8358,0.8358,,,,,,,,,,,,
Gavin Parkhurst,QB,TEXASSTATE,TEX,,0.88,0.04,8.5,,,0.03,0.03,1.62,0.46,,,,0.03,,0.812,0.812,0.812,0.812,,,,,,,,,,,,
Scotty Fox,QB,WVU,COASTC,,0.87,0.04,7.49,,,0.03,0.03,2.33,0.89,,,,0.03,,0.8426,0.8426,0.8426,0.8426,,,,,,,,,,,,
Tristan Ti'a,QB,AUB,BAY,,0.84,0.05,7.28,,,0.03,0.03,1.94,0.58,,,,0.03,,0.8352,0.8352,0.8352,0.8352,,,,,,,,,,,,
Ethan Vasko,QB,LIBERTY,JMU,,0.84,0.04,7.88,,,0.04,0.03,1.64,0.53,,,,0.03,,0.7792,0.7792,0.7792,0.7792,,,,,,,,,,,,
Husan Longstreet,QB,LSU,CLEM,,0.81,0.04,11.27,,,0.01,0.01,1.06,0.27,,,,0.01,,0.7668,0.7668,0.7668,0.7668,,,,,,,,,,,,
TJ Lateef,QB,NEB,OHIO,,0.81,0.06,8.03,,,0.02,0.02,1.4,0.35,,,,0.02,,0.8012,0.8012,0.8012,0.8012,,,,,,,,,,,,
Nate Rogers,QB,UAB,ILL,,0.8,0.04,7.42,,,0.03,0.03,1.6,0.34,,,,0.02,,0.7668,0.7668,0.7668,0.7668,,,,,,,,,,,,
Landon Graves,QB,LOUISIANAMONROE,MSST,,0.8,0.05,5.77,,,0.04,0.02,2.32,0.46,,,,0.02,,0.7428,0.7428,0.7428,0.7428,,,,,,,,,,,,
Air Noland,QB,MEMP,ARKST,,0.8,0.06,8.39,,,0.04,0.03,1.2,0.29,,,,0.05,,0.8356,0.8356,0.8356,0.8356,,,,,,,,,,,,
Deuce Knight,QB,MISSISSIPPI,LOU,,0.79,0.04,7.9,,,0.03,0.03,1.32,0.32,,,,0.02,,0.758,0.758,0.758,0.758,,,,,,,,,,,,
Grady Adamson,QB,GT,CU,,0.77,0.04,7.43,,,0.03,0.03,1.61,0.39,,,,0.02,,0.7682,0.7682,0.7682,0.7682,,,,,,,,,,,,
Luke Carney,QB,HOU,ORST,,0.75,0.06,6.91,,,0.03,0.02,1.17,0.35,,,,0.02,,0.7234,0.7234,0.7234,0.7234,,,,,,,,,,,,
Liam O'Brien,QB,CIN,BC,,0.74,0.06,7.52,,,0.03,0.01,1.05,0.21,,,,0.01,,0.6758,0.6758,0.6758,0.6758,,,,,,,,,,,,
Tavien St. Clair,QB,OSU,BALLST,,0.74,0.08,8.46,,,0.02,0.01,0.25,0.11,,,,0.01,,0.7234,0.7234,0.7234,0.7234,,,,,,,,,,,,
Blake Hebert,QB,NOTREDAME,WISC,,0.72,0.07,8.64,,,0.03,0.01,0.46,0.13,,,,0.01,,0.7016,0.7016,0.7016,0.7016,,,,,,,,,,,,
Deuce Adams,QB,WISCONSIN,ND,,0.72,0.04,7.33,,,0.04,0.01,1.06,0.38,,,,0.01,,0.5792,0.5792,0.5792,0.5792,,,,,,,,,,,,
Henry Hasselbeck,QB,APPALACHIANSTATE,MAINE,,0.72,0.04,7.16,,,0.04,0.01,1.54,0.45,,,,0.03,,0.6204,0.6204,0.6204,0.6204,,,,,,,,,,,,
Alex Manske,QB,PSU,MARSH,,0.71,0.04,7.41,,,0.03,0.02,1.21,0.28,,,,0.02,,0.6674,0.6674,0.6674,0.6674,,,,,,,,,,,,
Matt Vezza,QB,OHIO,NEB,,0.71,0.03,3.5,,,0.03,0.04,2.81,0.65,,,,0.06,,0.751,0.751,0.751,0.751,,,,,,,,,,,,
Ryan Puglisi,QB,GEORGIA,TENNST,,0.7,0.06,7.19,,,0.03,0.01,1,0.26,,,,0.01,,0.6576,0.6576,0.6576,0.6576,,,,,,,,,,,,
Ty Hawkins,QB,SMU,FSU,,0.69,0.07,7.79,,,0.03,0.01,0.61,0.18,,,,0.01,,0.6826,0.6826,0.6826,0.6826,,,,,,,,,,,,
Daniel Rolovich,QB,SJST,EMICH,,0.68,0.05,7.65,,,0.04,0.01,1.28,0.56,,,,0.02,,0.654,0.654,0.654,0.654,,,,,,,,,,,,
Nicco Marchiol,QB,NORTHWESTERN,SDAKST,,0.68,0.05,7.46,,,0.02,0.01,0.73,0.34,,,,0.02,,0.6114,0.6114,0.6114,0.6114,,,,,,,,,,,,
Ksaan Farrar,QB,COLORADOSTATE,WYO,,0.67,0.04,7.38,,,0.03,0.01,1.07,0.3,,,,0.01,,0.5922,0.5922,0.5922,0.5922,,,,,,,,,,,,
Brayden Roggow,QB,AKR,WAKE,,0.67,0.07,6.21,,,0.03,0.01,0.77,0.37,,,,0.01,,0.6354,0.6354,0.6354,0.6354,,,,,,,,,,,,
Whitt Newbauer,QB,OKLA,UTEP,,0.67,0.04,7.02,,,0.03,0.03,1.1,0.39,,,,0.02,,0.7008,0.7008,0.7008,0.7008,,,,,,,,,,,,
Daniel Beale,QB,LOUISIANALAFAYETTE,LAMAR,,0.67,0.04,5.63,,,0.06,0.04,1.31,1.53,,,,0.04,,0.6962,0.6962,0.6962,0.6962,,,,,,,,,,,,
Luke Nickel,QB,MIA,STNFRD,,0.66,0.07,8.57,,,0.03,0,0.05,0.26,,,,,,0.5978,0.5978,0.5978,0.5978,,,,,,,,,,,,
Jason Wright,QB,BUFFALO,ALBANY,,0.65,0.05,6.67,,,0.04,0.01,1.2,0.33,,,,0.32,,0.6068,0.6068,0.6068,0.6068,,,,,,,,,,,,
Cutter Woods,QB,SCAR,KENT,,0.65,0.06,7.63,,,0.03,0.01,0.62,0.26,,,,0,,0.6372,0.6372,0.6372,0.6372,,,,,,,,,,,,
Cardell Williams,QB,MARYLAND,UCONN,,0.65,0.05,7.02,,,0.03,0.01,1.09,0.28,,,,0.01,,0.6198,0.6198,0.6198,0.6198,,,,,,,,,,,,
Brady Hart,QB,TXAM,MOSTU,,0.65,0.06,7.31,,,0.03,0.01,0.71,0.17,,,,0.01,,0.6334,0.6334,0.6334,0.6334,,,,,,,,,,,,
Jonas Williams,QB,USC,FRES,,0.65,0.04,8.57,,,0.03,0.01,0.47,0.18,,,,0.01,,0.5798,0.5798,0.5798,0.5798,,,,,,,,,,,,
George MacIntyre,QB,TENNESSEE,FURMAN,,0.65,0.07,7.75,,,0.03,0.01,0.43,0.21,,,,0.03,,0.663,0.663,0.663,0.663,,,,,,,,,,,,
KJ Lacey,QB,TEX,TXST,,0.65,0.06,7.63,,,0.03,0.01,0.47,0.19,,,,0.01,,0.6222,0.6222,0.6222,0.6222,,,,,,,,,,,,
Amari Odom,QB,SYRACUSE,UNH,,0.64,0.07,6.53,,,0.04,0.01,0.53,0.27,,,,0.01,,0.6142,0.6142,0.6142,0.6142,,,,,,,,,,,,
Khamoni Robinson,QB,TOLEDO,MSU,,0.64,0.04,7.3,,,0.04,0.01,0.71,0.23,,,,0.01,,0.543,0.543,0.543,0.543,,,,,,,,,,,,
JacQai Long,QB,KENTUCKY,YSU,,0.64,0.05,7.21,,,0.02,0.01,0.65,0.23,,,,0.01,,0.5934,0.5934,0.5934,0.5934,,,,,,,,,,,,
Ty Dieffenbach,QB,UCLA,SDSU,,0.64,0.04,6.99,,,0.03,0.01,1.19,0.34,,,,0.01,,0.5886,0.5886,0.5886,0.5886,,,,,,,,,,,,
Tucker Kilcrease,QB,TROY,SAMHOU,,0.63,0.05,6.65,,,0.03,0.01,0.75,0.35,,,,0.02,,0.571,0.571,0.571,0.571,,,,,,,,,,,,
Blake Barnett,QB,KANSASSTATE,NICH,,0.63,0.04,7.38,,,0.03,0.01,0.81,0.29,,,,0.01,,0.5662,0.5662,0.5662,0.5662,,,,,,,,,,,,
Madden Iamaleava,QB,UCLA,CAL,,0.63,0.04,6.97,,,0.03,0.01,1.18,0.34,,,,0.01,,0.5868,0.5868,0.5868,0.5868,,,,,,,,,,,,
Dylan Raiola,QB,ORE,BOISE,,0.63,0.08,8.11,,,0.02,0,0,0.12,,,,,,0.6244,0.6244,0.6244,0.6244,,,,,,,,,,,,
Ayden Pereira,QB,GEORGIASTATE,NCAT,,0.62,0.02,6.48,,,0.01,0.02,1.63,0.45,,,,0.02,,0.6122,0.6122,0.6122,0.6122,,,,,,,,,,,,
Peter Costelli,QB,MIDDLETENNST,MUR,,0.62,0.04,6.96,,,0.03,0.01,0.88,0.24,,,,0.01,,0.5564,0.5564,0.5564,0.5564,,,,,,,,,,,,
Kirk Francis,QB,TEXASTECH,ABICHR,,0.62,0.06,6.48,,,0.04,0.01,0.69,0.2,,,,0.07,,0.5882,0.5882,0.5882,0.5882,,,,,,,,,,,,
Brandon Tennison,QB,UTSA,UTRGV,,0.61,0.07,7.01,,,0.03,0.01,0.42,0.2,,,,0.01,,0.6324,0.6324,0.6324,0.6324,,,,,,,,,,,,
Caleb Heavner,QB,MIAOH,PITT,,0.61,0.04,7.27,,,0.04,0.01,0.79,0.26,,,,0.01,,0.5498,0.5498,0.5498,0.5498,,,,,,,,,,,,
Jared Hollins,QB,SOUTHALABAMA,SELA,,0.61,0.06,7.35,,,0.03,0.01,0.23,0.4,,,,0.01,,0.587,0.587,0.587,0.587,,,,,,,,,,,,
Carson Boyd,QB,ILL,UAB,,0.61,0.06,8.11,,,0.02,0.01,0.38,0.18,,,,0.01,,0.6424,0.6424,0.6424,0.6424,,,,,,,,,,,,
Jackson Brousseau,QB,CAL,UCLA,,0.61,0.04,6.79,,,0.02,0.02,0.45,0.39,,,,0.02,,0.5766,0.5766,0.5766,0.5766,,,,,,,,,,,,
Treyson Bourguet,QB,BYU,UTAHTE,,0.59,0.04,6.92,,,0.02,0.01,1.15,0.25,,,,0.01,,0.5918,0.5918,0.5918,0.5918,,,,,,,,,,,,
Luke Kromenhoek,QB,SOUTHFLORIDA,FIU,,0.59,0.06,7.3,,,0.03,0.01,0.24,0.31,,,,0.01,,0.586,0.586,0.586,0.586,,,,,,,,,,,,
Cash Herrera,QB,BOISESTATE,ORE,,0.59,0.05,7.46,,,0.03,0.01,0.17,0.23,,,,0.01,,0.5454,0.5454,0.5454,0.5454,,,,,,,,,,,,
James Laubstein,QB,NEWMEXICO,MERCYH,,0.58,0.04,6.79,,,0.03,0.02,0.53,0.28,,,,0.02,,0.5746,0.5746,0.5746,0.5746,,,,,,,,,,,,
Cam Fancher,QB,MSU,TOL,,0.58,0.04,6.91,,,0.04,0.01,0.89,0.25,,,,0.01,,0.5454,0.5454,0.5454,0.5454,,,,,,,,,,,,
Eli Holstein,QB,UVA,NOR,,0.58,0.06,7.04,,,0.03,0.01,0.47,0.17,,,,0.01,,0.5986,0.5986,0.5986,0.5986,,,,,,,,,,,,
Grayson Wilson,QB,BC,CIN,,0.58,0.04,7.12,,,0.04,0.01,0.51,0.23,,,,0.02,,0.5158,0.5158,0.5158,0.5158,,,,,,,,,,,,
Max Shikenjanski,QB,MINNESOTA,EASTIL,,0.58,0.04,7.57,,,0.01,0,0,0.12,,,,,,0.4528,0.4528,0.4528,0.4528,,,,,,,,,,,,
Jordan Magwood,QB,FLORIDAATLANTIC,FLA,,0.58,0.04,7.13,,,0.03,0.01,0.7,0.19,,,,0.01,,0.5452,0.5452,0.5452,0.5452,,,,,,,,,,,,
Cole Ballard,QB,KANSAS,LIU,,0.57,0.04,8,,,0.04,0.01,0.71,0.15,,,,0.18,,0.571,0.571,0.571,0.571,,,,,,,,,,,,
Broderick Vehrs,QB,OKST,TLSA,,0.57,0.06,7.83,,,0.03,0,0.07,0.09,,,,,,0.5302,0.5302,0.5302,0.5302,,,,,,,,,,,,
Zeon Chriss-Gremillion,QB,TULANE,DUKE,,0.56,0.05,7.07,,,0.04,0.01,0.45,0.28,,,,0.01,,0.5478,0.5478,0.5478,0.5478,,,,,,,,,,,,
Austin Mack,QB,ALA,ECU,,0.56,0.06,6.79,,,0.03,0.01,0.35,0.11,,,,0.01,,0.5766,0.5766,0.5766,0.5766,,,,,,,,,,,,
Nate Bennett,QB,BAY,AUB,,0.56,0.06,7.14,,,0.03,0.01,0.16,0.17,,,,0.01,,0.5716,0.5716,0.5716,0.5716,,,,,,,,,,,,
Braden Streeter,QB,DELAWARE,MERRIM,,0.56,0.04,6.73,,,0.02,0.01,0.51,0.31,,,,0.01,,0.5202,0.5202,0.5202,0.5202,,,,,,,,,,,,
Holden Geriner,QB,PITT,MIAOH,,0.56,0.04,7.26,,,0.03,0.01,0.58,0.23,,,,0.01,,0.5384,0.5384,0.5384,0.5384,,,,,,,,,,,,
Miles O'Neill,QB,UNC,EASTTN,,0.55,0.04,7.17,,,0.02,0.01,0.41,0.17,,,,0.01,,0.5278,0.5278,0.5278,0.5278,,,,,,,,,,,,
Bryce Baker,QB,VIRGINIATECH,VMI,,0.55,0.04,7.42,,,0.02,0.01,0.12,0.2,,,,0.01,,0.5088,0.5088,0.5088,0.5088,,,,,,,,,,,,
Zachary Waters,QB,FLORIDAINTERNATIONAL,USF,,0.55,0.05,6.82,,,0.02,0.01,0.24,0.2,,,,0.01,,0.5368,0.5368,0.5368,0.5368,,,,,,,,,,,,
Sawyer Anderson,QB,ARIZONA,NOARI,,0.55,0.06,7.04,,,0.03,0,0.29,0.15,,,,,,0.5206,0.5206,0.5206,0.5206,,,,,,,,,,,,
Adam Schobel,QB,TCU,GRAM,,0.54,0.06,7.38,,,0.03,0,0.08,0.09,,,,,,0.5132,0.5132,0.5132,0.5132,,,,,,,,,,,,
RJ Johnson,QB,MASSACHUSETTS,RUT,,0.54,0.04,6.39,,,0.03,0.01,0.51,0.21,,,,0.01,,0.4966,0.4966,0.4966,0.4966,,,,,,,,,,,,
AJ Hill,QB,ARKANSAS,NORTAL,,0.53,0.04,6.53,,,0.02,0.01,0.8,0.4,,,,0.01,,0.5412,0.5412,0.5412,0.5412,,,,,,,,,,,,
Davin Wydner,QB,LOU,MISS,,0.53,0.04,6.84,,,0.02,0.01,0.22,0.25,,,,0.01,,0.4956,0.4956,0.4956,0.4956,,,,,,,,,,,,
Bjorn Jurgensen,QB,HAWAII,UNLV,,0.53,0.05,6.63,,,0.03,0,0.34,0.2,,,,,,0.4692,0.4692,0.4692,0.4692,,,,,,,,,,,,
Zane Flores,QB,IOWASTATE,SEMO,,0.52,0.03,6.89,,,0.03,0.01,0.62,0.31,,,,0.01,,0.4876,0.4876,0.4876,0.4876,,,,,,,,,,,,
Jace Stuckey,QB,EMICH,SJST,,0.51,0.04,6.88,,,0.03,0.01,0.18,0.15,,,,0.01,,0.4832,0.4832,0.4832,0.4832,,,,,,,,,,,,
AJ Bianco,QB,NEVADA,WESTKY,,0.51,0.05,7.39,,,0.03,0,0,,,,,,,0.4656,0.4656,0.4656,0.4656,,,,,,,,,,,,
Elijah Brown,QB,WASH,WASHST,,0.51,0.04,7.91,,,0.02,0,0,0.12,,,,,,0.4564,0.4564,0.4564,0.4564,,,,,,,,,,,,
Landon Varnes,QB,KENNESAWSTATE,WESTGA,,0.5,0.04,7.04,,,0.03,0.01,0.18,0.24,,,,0.01,,0.4896,0.4896,0.4896,0.4896,,,,,,,,,,,,
Kevin Sperry,QB,FSU,SMU,,0.5,0.04,7.06,,,0.03,0,0.31,0.14,,,,,,0.4434,0.4434,0.4434,0.4434,,,,,,,,,,,,
Ari Patu,QB,DUKE,TULN,,0.5,0.05,7.3,,,0.03,0,0,,,,,,,0.462,0.462,0.462,0.462,,,,,,,,,,,,
Callum Wither,QB,KENTUCKY,ALA,,0.5,0.04,6.38,,,0.03,0.01,0.48,0.23,,,,0.01,,0.4932,0.4932,0.4932,0.4932,,,,,,,,,,,,
Isaac Wilson,QB,COLO,GT,,0.49,0.04,6.71,,,0.02,0.01,0.25,0.1,,,,0.01,,0.4934,0.4934,0.4934,0.4934,,,,,,,,,,,,
Brayden Fowler-Nicolosi,QB,MICH,WESTMI,,0.49,0.03,7.29,,,0.02,0.01,0.21,0.21,,,,0.01,,0.4726,0.4726,0.4726,0.4726,,,,,,,,,,,,
Brady Davidson,QB,NORTHERNILLINOIS,IOWA,,0.48,0.04,5.92,,,0.04,0.01,0.17,0.34,,,,0.01,,0.4338,0.4338,0.4338,0.4338,,,,,,,,,,,,
AJ Swann,QB,MSST,ULMON,,0.48,0.04,7.1,,,0.03,0.01,0.01,0.22,,,,0.01,,0.475,0.475,0.475,0.475,,,,,,,,,,,,
Tommy Carr,QB,MICH,OKLA,,0.48,0.03,7.19,,,0.02,0.01,0.28,0.21,,,,0.01,,0.4756,0.4756,0.4756,0.4756,,,,,,,,,,,,
Ethan Crawford,QB,ARKANSASSTATE,MEMP,,0.47,0.04,6.62,,,0.04,0.02,0.32,0.11,,,,0.02,,0.5368,0.5368,0.5368,0.5368,,,,,,,,,,,,
Tre Guerra,QB,COASTALCAROLINA,WVU,,0.47,0.03,6.67,,,0.03,0.01,0.41,0.21,,,,0.02,,0.4578,0.4578,0.4578,0.4578,,,,,,,,,,,,
Bennett Meredith,QB,PURDUE,INST,,0.47,0.03,6.71,,,0.02,0.01,0.37,0.14,,,,0.01,,0.4654,0.4654,0.4654,0.4654,,,,,,,,,,,,
Maalik Murphy,QB,ORST,HOU,,0.47,0.04,7.14,,,0.04,0,0,0.08,,,,,,0.4056,0.4056,0.4056,0.4056,,,,,,,,,,,,
Grady Brosterhous,QB,UTAHSTATE,IDAST,,0.46,0.04,6.17,,,0.04,0.01,0.45,0.18,,,,0.01,,0.4718,0.4718,0.4718,0.4718,,,,,,,,,,,,
Matt Zollers,QB,MISSOURI,ARKPB,,0.46,0.04,7.05,,,0.03,0,0,0.2,,,,,,0.412,0.412,0.412,0.412,,,,,,,,,,,,
Michael Mitchell,QB,STNFRD,MIAFL,,0.42,0.04,6.63,,,0.04,0,0,0.16,,,,,,0.3852,0.3852,0.3852,0.3852,,,,,,,,,,,,
Dan Mahan,QB,DUKE,TULN,,0.41,0.04,5.8,,,0.03,0,0.17,0.08,,,,,,0.379,0.379,0.379,0.379,,,,,,,,,,,,
Mikey Keene,QB,ARIZONASTATE,MORGST,,0.41,0.04,6.31,,,0.03,0,0,0.13,,,,,,0.3824,0.3824,0.3824,0.3824,,,,,,,,,,,,
DJ Bailey,QB,SAMHOUSTON,TROY,,0.41,0.04,6.25,,,0.02,0,0,0.2,,,,,,0.39,0.39,0.39,0.39,,,,,,,,,,,,
Mason Drube,QB,WYOMING,CSU,,0.4,0.03,3.45,,,0.01,0.01,0.95,0.23,,,,0.02,,0.403,0.403,0.403,0.403,,,,,,,,,,,,
Evans Chuba,QB,PURDUE,WAKE,,0.4,0.02,6.16,,,0.03,0.01,0.25,0.14,,,,0.01,,0.3814,0.3814,0.3814,0.3814,,,,,,,,,,,,
Malachi Nelson,QB,SYRACUSE,UNH,,0.39,0.04,6,,,0.03,0,0,0.17,,,,,,0.37,0.37,0.37,0.37,,,,,,,,,,,,
Josh Johnson,QB,AIRFORCE,NDST,,0.39,0.01,2.14,,,0.01,0.02,1.39,0.35,,,,0.02,,0.3746,0.3746,0.3746,0.3746,,,,,,,,,,,,
Evan Medders,QB,AIRFORCE,NDST,,0.39,0.01,1.89,,,0.01,0.02,1.45,0.35,,,,0.02,,0.3706,0.3706,0.3706,0.3706,,,,,,,,,,,,
Trey Petty,QB,WESTERNMICHIGAN,MONM,,0.36,0.02,2.85,,,0,0.01,0.96,0.2,,,,0.01,,0.35,0.35,0.35,0.35,,,,,,,,,,,,
Steele Pizzella,QB,WAKE,AKR,,0.35,0.03,6.1,,,0.03,0,0,0.12,,,,,,0.334,0.334,0.334,0.334,,,,,,,,,,,,
Chris Jimerson,QB,UNT,IND,,0.35,0.01,2.02,,,0.01,0.01,1.33,0.27,,,,0.01,,0.3038,0.3038,0.3038,0.3038,,,,,,,,,,,,
Chaston Ditta,QB,UNT,IND,,0.33,0.01,2.69,,,0.01,0.01,0.99,0.27,,,,0.01,,0.2966,0.2966,0.2966,0.2966,,,,,,,,,,,,
Preston Brown,QB,NDST,AF,,0.3,0.02,2.91,,,0.01,0.01,0.37,0.18,,,,0.01,,0.2834,0.2834,0.2834,0.2834,,,,,,,,,,,,
