Player Name,Position,Team,Slate Type,Date,Role,Salary,Draftable ID,Projected FP,Combined FP,Value,Implied FP,Passing TDs,Rushing Yards,Receiving Yards,Passing Yards,Rush+Rec Yards,Anytime TD,Passing Attempts,Fantasy Score,Headshot URL,Game Start Time,Match Title (Underdog),Game Short Title (Underdog),Venue Name (Underdog),Venue Type (Underdog),Broadcasts (Underdog),Game Start Time (DRAFTTABLE)
Gabe Sawchuk,RB,OU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006572,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7811.png,,,,,,,9/4/2026
Andy Bass,RB,OU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006575,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7811.png,,,,,,,9/4/2026
Ben McCreary,RB,OU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006578,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7811.png,,,,,,,9/4/2026
Jaziun Patterson,RB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006581,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Kenneth Williams,RB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006584,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Jace Clarizio,RB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006587,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Jay Coyne,RB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006590,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Zion Gist,RB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006593,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Jaxon McCaig,RB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006596,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Darrin Jones Jr.,RB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006599,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Cedric Williams Jr.,RB,MSU,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006602,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7850.png,,,,,,,9/4/2026
Noah Sanders,RB,TOL,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006605,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Autavius Ison,RB,TOL,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006608,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Dane Nauman,RB,TOL,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006611,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Kadale Williams,RB,TOL,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006614,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Deshonne Redeaux,RB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006617,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Cian McKelvey,RB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006620,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Kayne Miller,RB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006623,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Tyson Park,RB,USC,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006626,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Champ Hampton,RB,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006632,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Tariq Thomas,RB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006638,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Julius Gillick,RB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006641,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Andrew Chavez,RB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006644,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Jalen Harris,RB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006647,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Brandon Ramirez,RB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006650,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Orlando Guevara,RB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006653,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Jhadis Luckey,RB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006656,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Maddox Merrill,RB,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006659,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Elijah McCoy,RB,UTEP,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006662,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8350.png,,,,,,,9/4/2026
Jaden Moore,RB,UTEP,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006665,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8350.png,,,,,,,9/4/2026
Chris Hunter,RB,UTEP,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006668,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8350.png,,,,,,,9/4/2026
Harold Duvall,WR,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006728,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Atticus Joseph,WR,STAN,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",4000,44006731,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Bam McReynolds,RB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997503,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Corey Rashad,RB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997606,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Trelain Maddox,RB,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997619,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Amari Brundidge,RB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997651,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Bryce Hicks,RB,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997669,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Murphy Clement,RB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997678,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Titus Bautista,RB,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997690,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
J.P. Powell,RB,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997704,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
Jayden Barr,RB,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997707,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
John Forster,RB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997724,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Cedric Wyche II,RB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997730,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Drew Patterson,RB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997748,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Shane Marshall,RB,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997759,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
JaQuail Smith,RB,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997774,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Leonardo Valle,RB,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997780,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Javari Barnett,RB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997805,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Nelsyn Wheeler,RB,IL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997808,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7823.png,,,,,,,9/3/2026
Hudson Higgins,RB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997840,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
JR Mosley,RB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997843,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Rashad Robinson,RB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997875,0,2.4,0,12,,28.5,1.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Jayson Moll,RB,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997878,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,,,,,,,9/3/2026
Cam Newton,RB,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997881,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Cody Jordan,RB,COL,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",4000,43997887,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7762.png,,,,,,,9/3/2026
Terrell Walden II,RB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009281,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Brandon Ramirez,RB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009303,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Champ Hampton,RB,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009323,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Chris Wheatley-Humphrey,RB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009354,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Jalen Harris,RB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009371,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Tariq Thomas,RB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009407,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Jack Whitehouse,RB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009416,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Cian McKelvey,RB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009434,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Girard Pringle Jr.,RB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009448,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Harold Duvall,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009486,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Julius Gillick,RB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009489,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Andrew Chavez,RB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009538,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Javian Mallory,RB,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009555,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,,,,,,,9/4/2026
Deshonne Redeaux,RB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009567,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Maddox Merrill,RB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009594,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Jhadis Luckey,RB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009609,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Atticus Joseph,WR,STAN,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009633,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Kayne Miller,RB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009652,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Tyson Park,RB,USC,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009655,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8080.png,,,,,,,9/4/2026
Orlando Guevara,RB,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",4000,44009672,0,2.4,0,12,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,,,,,,,9/4/2026
Tanner Lemaster,CPT,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),1500,44009221,1.84,2.37,1.23,4.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,,,,,,,9/4/2026
Jack Foley,WR,WAKE,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",3900,43973717,0,2.34,0,11.7,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7686.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
T.Y. Harding,WR,UMASS,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",3900,43973720,0,2.34,0,11.7,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9202.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Brock Spalding,WR,ECU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3900,43975158,0,2.34,0,11.7,,,28,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8368.png,12/30/1899,ECU @ BAMA,ECU @ Alabama,Bryant-Denny Stadium,outdoor,ABC,9/5/2026
Cam Bates,WR,BSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3900,43975161,0,2.34,0,11.7,,,26.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8468.png,n/a,BSU @ ORE,Boise St @ Oregon,Autzen Stadium,outdoor,CBS/Paramount+,9/5/2026
Daylyn Upshaw,CPT,MIA,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),3900,44009926,0,2.34,0,11.7,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Anthony Simpson,CPT,TOL,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),3900,44009774,0,2.34,0,11.7,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Tuna Altahir,CPT,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),1500,44009935,1.76,2.31,1.17,4.5,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Gavin Harris,WR,GT,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),3800,43999313,0,2.28,0,11.4,,,28,,,,,7.5,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
London Bironas,K,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),3800,44009844,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
AJ Seidler,K,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),3800,44009845,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Emmet Kenney,K,STAN,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 9:00PM (MIA @ STAN),3800,44009846,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8084.png,,,,,,,9/4/2026
Malachi James,RB,EMU,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 6:30PM (SJSU @ EMU),3800,44009127,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7997.png,,,,,,,9/4/2026
Terrell Crosby Jr.,WR,TOL,Showdown Captain Mode,9/4/2026,Showdown Captain Mode 9/4 8:00PM (TOL @ MSU),3800,44009700,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Max Dowling,WR,UMASS,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",3800,43973723,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9202.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
AJ Johnson,WR,UAB,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",3800,43973726,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Nate Roberts,WR,OSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3800,43975164,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7874.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Landon Sides,WR,ECU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3800,43975167,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8368.png,,,,,,,9/5/2026
Anthony Brown-Stephens,WR,TUL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3800,43975170,0,2.28,0,11.4,,,24.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8412.png,12/30/1899,TULN @ DUKE,Tulane @ Duke,Brooks Field at Wallace Wade Stadium,outdoor,ACC Network,9/5/2026
Rasean Jones,WR,BSU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3800,43975173,0,2.28,0,11.4,,,16.5,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8468.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Elija Lofton,WR,MIA,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3800,44006740,0,2.28,0,11.4,,,11,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Terrell Crosby Jr.,WR,TOL,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3800,44006743,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
AJ Johnson,WR,UAB,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3800,43997530,0,2.28,0,11.4,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/9227.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Elija Lofton,WR,MIA,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3800,44009349,0,2.28,0,11.4,,,11,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7704.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Gavin Harris,WR,GT,Thursday,9/3/2026,"Thursday 9/3 6:00PM (Thu-Thu), 4 Games",3700,43973729,0,2.22,0,11.1,,,28,,,,,7.5,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Donovan Hamilton,WR,BALL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3700,43975176,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7980.png,,,,,,,9/5/2026
Iverson Hooks,WR,ORE,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3700,43975179,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8057.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
DeCorion Temple,WR,ORST,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3700,43975182,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8069.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Derek Meadows,WR,BAMA,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3700,43975185,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8166.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Tony Livingston,WR,BAY,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3700,43975188,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8210.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Ray Ray Joseph Jr.,WR,ECU,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3700,43975191,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8368.png,,,,,,,9/5/2026
Toby Payne,WR,MRSHL,Night,9/5/2026,"Night 9/5 12:00PM, 12 Games",3700,43975194,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8991.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/5/2026
Ezekiel Avit,WR,FRES,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3700,44006746,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Bryson Hammer,WR,TOL,Night,9/4/2026,"Night 9/4 8:00PM, 4 Games",3700,44006749,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8022.png,,,,,,,9/4/2026
Gavin Harris,WR,GT,Night,9/3/2026,"Night 9/3 8:00PM, 2 Games",3700,43997642,0,2.22,0,11.1,,,28,,,,,7.5,https://dkn.gs/sports/images/cfb/teams/50/7633.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/3/2026
Ezekiel Avit,WR,FRES,Night,9/4/2026,"Night 9/4 9:00PM, 2 Games",3700,44009300,0,2.22,0,11.1,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/8301.png,12/30/1899,n/a,n/a,n/a,n/a,n/a,9/4/2026
Chad Alexander,RB,GT,Showdown Captain Mode,9/3/2026,Showdown Captain Mode 9/3 8:00PM (COL @ GT),3600,43999314,0,2.16,0,10.8,,,,,,,,,https://dkn.gs/sports/images/cfb/teams/50/7633.png,,,,,,,9/3/2026
